Gender,Age,I learn better by reading what the teacher writes on the chalkboard.,"When I read instructions, I remember them better.",I understand better when I read instructions.,I learn better by reading than by listening to someone.,I learn more by reading textbooks than by listening to lectures.,When the teacher tells me the instructions I understand better,"When someone tells me how to do something in class, I learn it better.",I remember things I have heard in class better than things I have read.,I learn better in class when the teacher gives a lecture.,I learn better in class when I listen to someone.,I prefer to learn by doing something in class.,"When I do things in class, I learn better.",I enjoy learning in class by doing experiments.,I understand things better in class when I participate in role-playing.,I understand things better in class when I participate in role-playing.,Learner
Female,16,5,1,1,3,1,1,5,2,2,1,1,2,4,2,4,K
Male,17,3,2,5,3,3,3,3,1,2,3,4,4,3,4,3,K
Female,17,2,2,1,2,3,1,3,3,4,1,1,2,1,5,2,V
Female,19,2,2,1,1,1,1,1,1,2,2,1,3,1,2,2,K
Male,19,4,4,4,2,5,5,4,2,3,3,5,4,5,4,5,K
Female,19,5,3,5,5,5,1,1,1,5,5,1,5,4,5,5,A
Female,18,5,4,4,5,3,4,4,3,5,3,4,4,5,4,5,K
Female,15,4,4,3,4,4,5,5,4,4,1,4,3,5,4,4,K
Male,10,5,5,3,3,3,5,5,5,5,4,5,5,5,3,3,V
Female,18,3,2,4,4,3,4,3,4,3,3,5,4,5,4,3,K
Male,21,4,3,2,3,3,3,2,4,2,3,4,4,3,4,3,K
Male,21,4,4,4,2,3,2,5,5,2,4,5,5,5,3,5,K
Male,21,1,3,3,4,4,3,5,4,2,4,2,2,4,5,4,V
Female,19,2,4,2,2,2,3,4,5,4,3,4,5,3,2,4,V
Female,20,3,4,5,4,3,5,5,4,4,4,3,4,4,4,4,V
Female,19,4,4,4,3,3,4,4,4,3,4,3,4,4,4,5,K
Male,20,5,3,4,3,3,4,5,3,4,4,4,4,4,4,4,K
Male,20,4,3,4,2,3,4,4,3,4,4,4,4,5,4,4,K
Male,21,2,2,2,3,4,2,4,1,2,3,3,4,4,4,4,K
Male,20,2,5,5,3,5,3,4,3,3,4,5,5,4,4,4,K
Female,21,3,4,5,5,4,5,2,3,3,4,4,1,5,4,3,A
Male,21,2,4,3,4,4,3,2,3,3,4,5,4,5,4,4,K
Male,20,5,3,4,3,3,4,5,3,4,4,4,4,4,4,4,K
Male,20,4,3,4,2,3,4,4,3,4,4,4,4,5,4,4,K
Male,21,2,2,2,3,4,2,4,1,2,3,3,4,4,4,4,K
Male,20,2,5,5,3,5,3,4,3,3,4,5,5,4,4,4,K
Female,21,3,4,5,5,4,5,2,3,3,4,4,1,5,4,3,A
Male,21,2,4,3,4,4,3,2,3,3,4,5,4,5,4,4,K
Female,20,3,3,3,4,5,3,2,3,3,4,4,4,4,4,4,K
Male,17,4,4,4,3,3,1,4,4,3,2,4,4,4,3,4,K
Male,16,3,2,2,5,5,3,3,2,5,5,3,2,5,5,5,K
Male,18,4,3,3,4,3,2,3,3,3,4,3,4,5,4,4,K
Male,18,3,2,2,2,2,2,3,2,2,4,2,3,3,4,4,K
Female,19,3,3,4,3,3,3,3,4,4,3,1,3,4,3,4,V
Female,21,1,1,5,1,1,2,4,5,3,3,3,5,5,1,5,K
Female,32,4,5,5,5,4,4,5,5,3,4,5,5,5,5,5,K
Male,17,3,5,5,5,5,4,4,3,2,4,3,4,2,2,3,A
Male,20,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,A
Male,17,4,5,5,4,4,4,5,5,5,5,3,4,4,5,5,V
Male,18,3,3,4,4,5,5,4,4,3,4,5,4,5,4,5,K
Female,12,2,2,3,3,5,3,1,3,1,3,1,4,3,2,3,A
Female,12,1,1,4,2,1,3,5,4,2,2,1,4,3,3,4,V
Female,18,2,4,4,5,4,4,4,4,4,5,2,5,4,4,5,V
Female,18,3,3,5,4,4,3,4,3,3,3,4,4,3,3,3,A
Female,18,4,3,4,2,3,4,3,3,3,4,4,5,4,2,3,K
Male,22,4,3,3,3,2,4,4,4,4,4,3,4,4,4,4,V
Female,21,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3,K
Female,18,2,5,4,4,5,4,4,5,4,4,4,4,5,4,4,K
Male,20,4,3,3,2,3,4,4,3,3,4,4,3,2,4,2,V
Male,17,5,5,4,4,3,5,4,5,4,4,4,5,5,4,4,K
Male,21,4,5,5,1,1,5,4,3,5,5,5,1,3,1,3,V
Female,19,2,4,4,3,2,4,4,4,5,5,4,4,4,4,4,V
Female,19,1,3,3,3,5,3,3,1,3,4,4,3,5,3,3,K
Male,21,5,2,4,2,3,5,2,4,3,1,4,4,5,2,4,K
Male,20,4,4,3,3,2,5,4,5,4,4,5,5,4,3,4,V
Female,21,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,K
Male,21,4,2,3,2,2,4,4,4,2,4,4,4,5,3,5,K
Male,21,2,4,4,3,3,4,4,4,2,4,3,4,5,2,3,V
Male,21,3,3,3,5,4,5,2,2,3,3,5,3,3,4,3,K
Male,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K
Female,15,3,4,4,3,4,4,3,2,5,2,3,4,4,2,4,A
Female,15,2,2,2,2,2,3,2,4,1,3,5,3,4,2,3,K
Female,14,3,4,3,3,2,4,4,3,3,3,3,3,3,2,3,V
Male,22,4,3,3,3,2,4,4,4,4,4,3,4,4,4,4,V
Female,14,3,5,4,3,3,4,5,4,4,5,5,5,5,5,4,K
Female,12,4,3,4,1,1,4,4,5,4,3,5,4,5,5,4,K
Male,21,1,5,4,5,3,3,5,3,3,4,4,4,3,2,4,K
Male,21,3,3,4,2,3,4,4,4,2,4,5,4,5,4,4,K
Female,15,3,3,4,4,5,4,4,2,3,4,5,4,5,5,5,K
Female,17,4,4,2,3,3,4,5,5,5,2,5,5,5,5,4,K
Female,20,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,K
Male,16,3,1,4,2,1,3,5,5,5,1,5,5,3,3,4,K
Female,16,3,4,4,4,4,4,3,2,3,3,3,3,4,3,3,A
Female,19,3,4,4,4,4,4,3,2,3,3,3,3,4,3,3,A
Male,21,3,4,4,4,3,5,4,2,4,4,5,5,3,4,3,K
Male,21,5,2,4,2,3,5,2,4,3,1,4,4,5,2,4,K
Male,20,4,4,3,3,2,5,4,5,4,4,5,5,4,3,4,V
Female,21,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,K
Male,21,4,2,3,2,2,4,4,4,2,4,4,4,5,3,5,K
Male,21,2,4,4,3,3,4,4,4,2,4,3,4,5,2,3,V
Female,15,3,3,3,4,4,4,4,3,3,4,4,4,4,3,4,K
Male,20,1,3,1,3,2,3,3,2,2,3,2,2,1,1,1,V
Male,21,2,2,1,5,5,4,4,5,3,4,5,4,5,2,5,K
Male,20,3,3,3,4,3,4,2,3,3,4,4,3,3,3,3,K
Female,21,3,4,5,5,5,4,2,1,5,2,5,4,4,1,3,A
Female,15,4,3,3,3,2,5,4,4,3,4,4,4,4,3,3,V
Male,16,1,3,3,3,4,3,3,4,2,3,5,5,5,2,5,K
Female,15,2,4,4,2,3,3,2,3,3,1,5,4,3,5,3,K
Female,16,3,4,3,4,3,4,3,2,2,4,4,4,2,1,4,A
Male,15,3,4,4,4,5,4,4,5,1,4,4,5,5,1,5,K
Female,14,3,4,3,3,2,4,4,4,3,3,5,5,5,5,5,K
Female,14,1,5,3,5,2,5,5,4,3,4,4,5,5,4,3,K
Female,15,3,4,4,3,3,4,4,3,2,3,5,5,5,5,5,K
Male,20,3,3,4,3,3,3,3,2,3,3,3,3,4,2,3,A
Male,20,1,1,3,2,5,3,4,1,3,3,1,3,5,5,5,K
Male,21,3,4,5,4,4,4,4,3,3,4,5,5,5,4,4,K
Female,21,5,3,5,2,2,3,5,2,5,5,4,5,5,5,5,K
Female,21,2,4,4,3,3,4,4,4,4,2,4,4,2,2,3,V
Female,20,3,4,4,4,3,4,4,4,4,3,5,5,5,4,5,K
Female,21,3,4,5,2,3,5,4,5,4,4,5,5,5,3,2,V
Male,21,2,3,3,1,1,4,5,4,3,3,4,4,4,1,1,V
Female,20,3,3,4,3,3,4,4,3,4,4,4,4,5,4,4,K
Female,14,5,5,5,5,5,4,5,1,5,4,3,5,5,5,5,A
Male,21,4,2,4,4,4,4,4,4,5,4,4,3,5,3,3,V
Female,15,3,4,4,3,3,4,4,3,2,3,5,5,5,5,5,K
Female,20,2,4,4,2,1,3,5,5,5,5,4,3,5,2,4,V
Female,21,3,3,4,2,3,4,2,3,3,3,3,3,5,3,3,K
Female,20,3,5,5,4,4,5,3,5,5,5,5,5,5,5,5,K
Female,20,4,4,4,4,5,4,4,5,3,4,4,3,5,5,3,A
Male,17,1,2,3,4,4,1,1,5,3,3,1,5,1,3,4,K
Female,21,2,5,4,3,2,5,3,5,5,4,5,5,5,4,5,K
Female,20,4,3,2,4,1,3,3,5,4,2,2,2,4,4,5,K
Female,20,3,3,4,3,2,4,4,1,4,2,5,3,5,4,3,K
Female,15,2,3,3,2,1,2,2,4,4,2,4,4,5,4,4,K
Male,20,2,4,5,5,5,4,3,4,3,3,1,2,2,4,4,A
Female,20,5,3,3,3,1,4,4,5,4,1,3,4,5,3,3,K
Female,20,3,4,3,3,3,3,3,4,3,3,2,5,5,3,5,K
Female,20,5,3,3,3,1,4,4,5,4,1,3,4,5,3,3,K
Female,18,3,3,3,4,3,4,4,4,4,3,4,4,3,3,3,V
Female,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,K
Female,21,5,5,4,4,4,5,5,5,3,5,4,5,5,2,3,V
Female,15,5,4,5,4,1,5,4,4,5,3,5,5,5,5,5,K
Male,21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,K
Female,21,4,3,3,4,5,4,4,2,3,4,4,4,5,5,5,K
Male,21,4,3,5,4,3,5,3,5,4,3,3,5,5,4,5,K
Male,21,3,3,4,4,3,4,4,3,3,3,2,3,3,3,4,K
Female,14,5,5,5,5,4,4,4,1,2,3,2,5,1,1,2,A
Female,18,3,3,3,4,3,4,4,4,4,3,4,4,3,3,3,V
Female,21,4,4,4,3,2,5,4,4,4,2,4,4,4,4,4,K
Male,21,2,2,3,1,3,3,2,4,2,2,5,2,4,3,4,K
Female,21,5,4,3,4,4,3,3,4,4,4,4,3,4,4,4,A
Female,21,2,4,4,4,4,3,4,3,3,5,3,2,3,5,4,K
Male,20,1,3,3,2,2,4,5,5,3,5,2,5,4,3,4,V
Male,17,5,5,4,2,3,5,3,4,4,5,5,5,1,4,3,V
Male,17,5,5,4,2,3,5,3,4,4,5,5,5,1,4,3,V
Female,19,4,5,4,3,4,4,5,2,5,4,1,4,4,2,4,K
Female,21,3,3,4,3,2,4,3,4,4,4,4,4,4,3,4,K
Female,21,4,3,3,4,2,5,3,3,2,4,5,4,4,4,4,K
Female,20,1,4,3,1,1,3,5,1,4,5,4,5,5,4,4,K
Male,21,2,3,3,3,2,3,4,1,2,4,2,2,1,2,2,V
Female,21,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,K
Male,18,4,2,2,2,3,4,4,4,4,4,5,4,3,4,4,K
Female,20,2,2,3,5,5,5,5,5,5,5,3,3,5,3,5,V
Male,19,1,4,4,4,4,5,3,4,4,4,3,3,4,4,4,V
Female,21,2,3,3,4,3,3,2,3,3,3,5,3,5,4,4,K
Female,21,1,4,5,1,5,3,4,5,1,5,5,5,5,5,5,K
Male,20,5,3,5,3,2,3,4,3,5,4,4,5,4,4,5,K
Female,21,4,5,4,5,1,5,4,4,1,5,5,4,5,1,5,K
Female,21,3,5,5,5,5,5,5,4,4,5,3,4,5,4,4,K
Male,20,3,5,4,5,5,4,5,2,2,4,4,5,2,3,4,A
Male,21,5,4,4,3,1,4,5,4,5,4,3,4,5,3,3,V
Female,20,3,2,2,2,5,2,4,2,1,2,4,5,4,3,3,K
Female,19,4,3,3,5,5,4,3,1,5,3,5,5,4,5,5,K
Male,19,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,K
Female,21,3,1,4,2,4,4,4,2,4,3,3,3,5,2,4,K
Female,21,3,4,3,2,1,3,2,2,3,4,5,4,4,3,5,K
Male,20,4,3,3,4,2,4,4,4,3,4,4,4,4,4,4,K
Female,21,4,4,4,2,4,4,5,4,5,5,3,4,4,4,4,V
Male,21,5,3,2,4,4,3,5,5,3,4,5,5,4,4,5,K
Female,21,2,3,3,4,3,3,4,2,3,3,4,3,3,3,3,K
Male,16,1,4,4,4,3,4,5,4,3,5,5,5,5,5,4,K
Male,21,1,4,3,1,5,2,1,1,1,5,5,5,5,5,5,K
Female,21,2,4,4,4,2,3,2,3,5,4,1,4,5,4,4,K
Female,21,1,5,2,1,5,2,5,4,4,5,5,4,5,5,3,K
Female,15,5,4,5,4,1,5,4,4,5,3,5,5,5,5,5,K
Male,21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,K
Female,21,4,3,3,4,5,4,4,2,3,4,4,4,5,5,5,K
Male,21,4,3,5,4,3,5,3,5,4,3,3,5,5,4,5,K
Male,21,3,3,4,4,3,4,4,3,3,3,2,3,3,3,4,K
Female,14,5,5,5,5,4,4,4,1,2,3,2,5,1,1,2,A
Female,18,3,3,3,4,3,4,4,4,4,3,4,4,3,3,3,V
Female,21,4,4,4,3,2,5,4,4,4,2,4,4,4,4,4,K
Male,21,2,2,3,1,3,3,2,4,2,2,5,2,4,3,4,K
Female,20,5,4,3,4,4,3,3,4,4,4,4,3,4,4,4,A
Female,21,2,4,4,4,4,3,4,3,3,5,3,2,3,5,4,K
Male,20,1,3,3,2,2,4,5,5,3,5,2,5,4,3,4,V
Female,20,4,1,1,1,4,4,4,5,4,4,5,4,4,1,4,V
Female,21,3,4,4,4,3,5,4,5,3,2,5,5,5,4,4,K
Male,21,3,5,4,2,3,5,5,5,3,4,3,5,5,4,5,K
Female,20,2,2,3,5,5,5,5,5,5,5,3,3,5,3,5,V
Male,21,1,4,4,4,4,5,3,4,4,4,3,3,4,4,4,V
Female,21,2,3,3,4,3,3,2,3,3,3,5,3,5,4,4,K
Female,21,1,4,5,1,5,3,4,5,1,5,5,5,5,5,5,K
Male,21,5,3,5,3,2,3,4,3,5,4,4,5,4,4,5,K
Female,21,4,5,4,5,1,5,4,4,1,5,5,4,5,1,5,K
Female,21,3,5,5,5,5,5,5,4,4,5,3,4,5,4,4,K
Male,20,3,5,4,5,5,4,5,2,2,4,4,5,2,3,4,A
Male,21,5,4,4,3,1,4,5,4,5,4,3,4,5,3,3,V
Female,20,3,2,2,2,5,2,4,2,1,2,4,5,4,3,3,K
Female,21,4,3,3,5,5,4,3,1,5,3,5,5,4,5,5,K
Male,21,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,K
Female,21,3,1,4,2,4,4,4,2,4,3,3,3,5,2,4,K
Female,21,3,4,3,2,1,3,2,2,3,4,5,4,4,3,5,K
Male,20,4,3,3,4,2,4,4,4,3,4,4,4,4,4,4,K
Female,21,4,4,4,2,4,4,5,4,5,5,3,4,4,4,4,V
Male,21,5,3,2,4,4,3,5,5,3,4,5,5,4,4,5,K
Female,21,2,3,3,4,3,3,4,2,3,3,4,3,3,3,3,K
Male,16,1,4,4,4,3,4,5,4,3,5,5,5,5,5,4,K
Male,21,1,4,3,1,5,2,1,1,1,5,5,5,5,5,5,K
Female,21,2,4,4,4,2,3,2,3,5,4,1,4,5,4,4,K
Female,15,3,4,2,3,2,4,5,3,3,2,3,3,2,1,2,V
Female,20,1,4,4,3,2,4,4,5,4,4,4,4,3,3,3,V
Female,20,1,4,1,1,1,3,3,1,3,1,4,4,5,5,4,K
Male,21,3,2,3,1,1,5,3,4,1,2,5,5,5,5,5,K
Female,19,5,5,5,5,5,5,4,4,4,3,5,5,5,4,2,A
Male,21,4,4,2,4,4,4,4,5,4,4,5,4,4,2,4,V
Female,21,2,5,5,4,4,3,4,4,4,3,5,4,5,5,5,K
Male,20,3,4,3,2,3,4,4,4,4,3,4,4,4,4,5,K
Male,20,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,V
Female,21,2,3,3,3,3,4,2,2,3,3,4,2,3,3,3,K
Male,20,2,3,3,4,2,3,4,3,2,2,4,4,3,4,4,K
Male,20,3,2,3,4,4,2,4,4,2,4,2,2,2,4,4,K
Male,18,5,3,2,4,4,4,3,4,4,4,4,2,4,4,4,V
Male,18,4,2,3,2,2,3,2,2,2,3,4,4,3,3,2,K
Male,19,2,2,3,3,2,4,3,2,2,3,3,2,4,2,3,K
Male,20,2,2,2,3,5,3,2,4,3,2,4,2,4,4,3,K
Female,19,1,3,2,3,3,3,1,4,1,4,5,4,5,3,5,K
Male,15,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,K
Male,21,4,4,4,2,2,4,4,4,4,1,3,2,3,2,4,V
Female,20,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,K
Male,17,2,3,3,4,4,3,3,3,3,3,4,4,4,4,4,K
Male,18,5,2,4,3,3,3,3,3,3,5,3,5,4,3,3,K
Male,19,4,4,5,3,5,5,4,4,5,3,4,3,5,5,5,K
Male,17,2,3,5,4,4,4,4,5,4,3,4,5,2,3,5,V
Male,16,4,3,3,5,3,4,3,4,3,3,3,4,1,4,3,A
Male,19,4,3,3,2,4,2,2,1,1,3,5,2,2,3,3,A
Female,18,4,3,4,2,3,4,3,3,3,4,4,5,4,2,3,K
Male,20,4,3,3,3,2,4,4,4,4,4,3,4,4,4,4,V
Female,14,3,5,4,3,3,4,5,4,4,5,5,5,5,5,4,K
Female,12,4,3,4,1,1,4,4,5,4,3,5,4,5,5,4,K
Male,21,1,5,4,5,3,3,5,3,3,4,4,4,3,2,4,K
Male,21,3,3,4,2,3,4,4,4,2,4,5,4,5,4,4,K
Female,15,3,3,4,4,5,4,4,2,3,4,5,4,5,5,5,K
Female,17,4,4,2,3,3,4,5,5,5,2,5,5,5,5,4,K
Female,20,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,K
Male,16,3,1,4,2,1,3,5,5,5,1,5,5,3,3,4,K
Female,16,3,4,4,4,4,4,3,2,3,3,3,3,4,3,3,A
Female,18,2,4,5,4,5,5,4,2,4,4,5,5,5,3,4,K
Male,16,2,4,5,1,1,1,3,4,1,5,3,5,5,4,5,K
Female,20,3,5,5,3,5,1,5,2,3,5,5,5,5,4,5,K
Male,19,3,4,4,4,3,5,4,2,4,4,5,5,3,4,3,K
Male,21,5,2,4,2,3,5,2,4,3,1,4,4,5,2,4,K
Male,20,4,4,3,3,2,5,4,5,4,4,5,5,4,3,4,V
Female,21,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,K
Male,21,4,2,3,2,2,4,4,4,2,4,4,4,5,3,5,K
Male,21,2,4,4,3,3,4,4,4,2,4,3,4,5,2,3,V
Female,15,3,3,3,4,4,4,4,3,3,4,4,4,4,3,4,K
Female,21,4,5,4,5,1,5,4,4,1,5,5,4,5,1,5,K
Female,21,3,5,5,5,5,5,5,4,4,5,3,4,5,4,4,K
Male,20,3,5,4,5,5,4,5,2,2,4,4,5,2,3,4,A
Male,21,5,4,4,3,1,4,5,4,5,4,3,4,5,3,3,V
Female,20,3,2,2,2,5,2,4,2,1,2,4,5,4,3,3,K
Female,19,4,3,3,5,5,4,3,1,5,3,5,5,4,5,5,K
Male,21,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,K
Female,19,3,1,4,2,4,4,4,2,4,3,3,3,5,2,4,K
Female,19,3,4,3,2,1,3,2,2,3,4,5,4,4,3,5,K
Male,20,4,3,3,4,2,4,4,4,3,4,4,4,4,4,4,K
Female,18,4,4,4,2,4,4,5,4,5,5,3,4,4,4,4,V
Male,19,5,3,2,4,4,3,5,5,3,4,5,5,4,4,5,K
Female,21,2,3,3,4,3,3,4,2,3,3,4,3,3,3,3,K
Male,16,1,4,4,4,3,4,5,4,3,5,5,5,5,5,4,K
Male,19,1,4,3,1,5,2,1,1,1,5,5,5,5,5,5,K
Male,17,2,2,3,1,3,3,2,4,2,2,5,2,4,3,4,K
Female,21,5,4,3,4,4,3,3,4,4,4,4,3,4,4,4,A
Female,17,2,4,4,4,4,3,4,3,3,5,3,2,3,5,4,K
Male,20,1,3,3,2,2,4,5,5,3,5,2,5,4,3,4,V
Female,18,4,1,1,1,4,4,4,5,4,4,5,4,4,1,4,V
Female,21,3,4,4,4,3,5,4,5,3,2,5,5,5,4,4,K
Male,20,3,5,4,2,3,5,5,5,3,4,3,5,5,4,5,K
Female,21,4,4,4,5,4,5,3,3,4,4,4,4,5,5,5,K
Female,21,4,4,4,3,3,4,4,3,4,5,3,4,4,4,3,V
Female,18,4,5,5,5,3,5,3,5,5,3,5,5,5,5,5,K
Female,20,3,3,4,3,5,5,4,3,5,3,4,4,5,3,4,K
Male,17,5,5,4,2,3,5,3,4,4,5,5,5,1,4,3,V
Male,17,5,5,4,2,3,5,3,4,4,5,5,5,1,4,3,V
Female,20,3,3,4,3,2,4,4,1,4,2,5,3,5,4,3,K
Female,15,2,3,3,2,1,2,2,4,4,2,4,4,5,4,4,K
Male,20,2,4,5,5,5,4,3,4,3,3,1,2,2,4,4,A
Female,20,5,3,3,3,1,4,4,5,4,1,3,4,5,3,3,K
Female,20,4,4,4,4,5,4,4,5,3,4,4,3,5,5,3,A
Male,17,1,2,3,4,4,1,1,5,3,3,1,5,1,3,4,K
Female,21,2,5,4,3,2,5,3,5,5,4,5,5,5,4,5,K
Male,21,2,3,3,3,4,3,4,2,2,3,3,4,4,3,3,K
Female,20,3,5,3,5,5,4,5,3,3,4,4,4,5,4,4,K
Male,21,4,4,5,3,5,4,4,4,5,5,5,4,5,5,5,K
Female,20,4,3,2,4,1,3,3,5,4,2,2,2,4,4,5,K
Female,20,3,3,4,3,2,4,4,1,4,2,5,3,5,4,3,K
Female,19,1,3,2,3,3,3,1,4,1,4,5,4,5,3,5,K
Male,15,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,K
Male,21,4,4,4,2,2,4,4,4,4,1,3,2,3,2,4,V
Female,20,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,K
Male,18,5,3,2,4,5,4,3,4,3,4,1,2,4,3,3,A
Male,17,4,3,4,1,4,1,1,3,1,3,3,3,3,3,1,A
Female,20,2,2,4,4,2,1,2,5,3,4,1,4,2,3,3,V
Female,17,2,3,5,4,4,2,2,2,5,3,4,2,2,5,2,A
Male,17,2,3,3,4,4,3,3,3,3,3,4,4,4,4,4,K
Female,19,1,3,2,3,3,3,1,4,1,4,5,4,5,3,5,K
Male,15,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,K
Male,21,4,4,4,2,2,4,4,4,4,1,3,2,3,2,4,V
Female,20,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,K
Male,18,5,3,2,4,5,4,3,4,3,4,1,2,4,3,3,A
Male,17,4,3,4,1,4,1,1,3,1,3,3,3,3,3,1,A
Female,20,2,2,4,4,2,1,2,5,3,4,1,4,2,3,3,V
Female,17,2,3,5,4,4,2,2,2,5,3,4,2,2,5,2,A
Male,17,2,3,3,4,4,3,3,3,3,3,4,4,4,4,4,K
Male,18,5,2,4,3,3,3,3,3,3,5,3,5,4,3,3,K
Male,19,4,4,5,3,5,5,4,4,5,3,4,3,5,5,5,K
Female,17,2,3,5,4,4,4,4,5,4,3,4,5,2,3,5,V
Male,16,4,3,3,5,3,4,3,4,3,3,3,4,1,4,3,A
